# cid2code.txt (Version 08/28/2009)
#
# The data in this table contains 14 tab-delimited columns of
# information. The contents of this file supplement Technical Note
# #5079 "Adobe-GB1-5 Character Collection for CID-Keyed Fonts":
#
# http://www.adobe.com/devnet/font/
#
# This table contains lists CIDs 0 through 30283 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded value.
# Here are some common aspects of the data that you will find in this
# table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 14, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "GB-H" and "GB-V" CMaps (GB
#   2312-80 character set, ISO-2022-CN encoding).
#
# o Column 3: Character codes for the "GB-EUC-H" and "GB-EUC-V" CMaps
#   (GB 2312-80 character set, EUC-CN encoding, half-width Latin
#   characters).
#
# o Column 4: Character codes for the "GBpc-EUC-H" and "GBpc-EUC-V"
#   CMaps (MacOS-S character set, EUC-CN encoding, proportional Latin
#   characters).
#
# o Column 5: Character codes for the "GBT-H" and "GBT-V" CMaps (GB/T
#   12345-90 character set, ISO-2022-CN encoding).
#
# o Column 6: Character codes for the "GBT-EUC-H" and "GBT-EUC-V"
#   CMaps (GB/T 12345-90 character set, EUC-CN encoding, half-width
#   Latin characters).
#
# o Column 7: Character codes for the "GBTpc-EUC-H" and "GBTpc-EUC-V"
#   CMaps (GB/T 12345-90 character set for MacOS-S, EUC-CN encoding,
#   proportional Latin characters).
#
# o Column 8: Character codes for the "GBK-EUC-H" and "GBK-EUC-V"
#   CMaps (GBK character set used on Windows 95 for PRC Chinese,
#   GBK encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "GBKp-EUC-H" and "GBKp-EUC-V"
#   CMaps (GBK character set used on Windows 95 for PRC Chinese,
#   GBK encoding, proportional Latin characters).
#
# o Column 10: Character codes for the "GBK2K-H" and "GBK2K-V"
#   CMaps (GB 18030-2000 character set, the mixed one-, two-, and
#   four-byte encoding defined in GB 18030-2000, proportional Latin
#   characters).
#
# o Column 11: Character codes for the "UniGB-UCS2-H" and "UniGB-UCS2-V"
#   CMaps (Unicode UCS-2/UTF-16 encoding, proportional Latin characters).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 12: Character codes for the "UniGB-UTF8-H" and "UniGB-UTF8-V"
#   CMaps (Unicode 4.1 UTF-8 encoding, proportional Latin characters).
#
# o Column 13: Character codes for the "UniGB-UTF16-H" and
#   "UniGB-UTF16-V" CMaps (Unicode 4.1 UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 14: Character codes for the "UniGB-UTF32-H" and
#   "UniGB-UTF32-V" CMaps (Unicode 4.1 UTF-32 encoding, proportional
#   Latin characters).
#
CID	GB	GB-EUC	GBpc-EUC	GBT	GBT-EUC	GBTpc-EUC	GBK-EUC	GBKp-EUC	GBK2K	UniGB-UCS2	UniGB-UTF8	UniGB-UTF16	UniGB-UTF32
23152	*	*	*	*	*	*	*	*	8230af32	3674	e399b4	3674	00003674
23153	*	*	*	*	*	*	*	*	8230af33	3675	e399b5	3675	00003675
23154	*	*	*	*	*	*	*	*	8230af34	3676	e399b6	3676	00003676
23155	*	*	*	*	*	*	*	*	8230af35	3677	e399b7	3677	00003677
23156	*	*	*	*	*	*	*	*	8230af36	3678	e399b8	3678	00003678
23157	*	*	*	*	*	*	*	*	8230af37	3679	e399b9	3679	00003679
23158	*	*	*	*	*	*	*	*	8230af38	367a	e399ba	367a	0000367a
23159	*	*	*	*	*	*	*	*	8230af39	367b	e399bb	367b	0000367b
23160	*	*	*	*	*	*	*	*	8230b030	367c	e399bc	367c	0000367c
23161	*	*	*	*	*	*	*	*	8230b031	367d	e399bd	367d	0000367d
23162	*	*	*	*	*	*	*	*	8230b032	367e	e399be	367e	0000367e
23163	*	*	*	*	*	*	*	*	8230b033	367f	e399bf	367f	0000367f
23164	*	*	*	*	*	*	*	*	8230b034	3680	e39a80	3680	00003680
23165	*	*	*	*	*	*	*	*	8230b035	3681	e39a81	3681	00003681
23166	*	*	*	*	*	*	*	*	8230b036	3682	e39a82	3682	00003682
23167	*	*	*	*	*	*	*	*	8230b037	3683	e39a83	3683	00003683
23168	*	*	*	*	*	*	*	*	8230b038	3684	e39a84	3684	00003684
23169	*	*	*	*	*	*	*	*	8230b039	3685	e39a85	3685	00003685
23170	*	*	*	*	*	*	*	*	8230b130	3686	e39a86	3686	00003686
23171	*	*	*	*	*	*	*	*	8230b131	3687	e39a87	3687	00003687
23172	*	*	*	*	*	*	*	*	8230b132	3688	e39a88	3688	00003688
23173	*	*	*	*	*	*	*	*	8230b133	3689	e39a89	3689	00003689
23174	*	*	*	*	*	*	*	*	8230b134	368a	e39a8a	368a	0000368a
23175	*	*	*	*	*	*	*	*	8230b135	368b	e39a8b	368b	0000368b
23176	*	*	*	*	*	*	*	*	8230b136	368c	e39a8c	368c	0000368c
23177	*	*	*	*	*	*	*	*	8230b137	368d	e39a8d	368d	0000368d
23178	*	*	*	*	*	*	*	*	8230b138	368e	e39a8e	368e	0000368e
23179	*	*	*	*	*	*	*	*	8230b139	368f	e39a8f	368f	0000368f
23180	*	*	*	*	*	*	*	*	8230b230	3690	e39a90	3690	00003690
23181	*	*	*	*	*	*	*	*	8230b231	3691	e39a91	3691	00003691
23182	*	*	*	*	*	*	*	*	8230b232	3692	e39a92	3692	00003692
23183	*	*	*	*	*	*	*	*	8230b233	3693	e39a93	3693	00003693
23184	*	*	*	*	*	*	*	*	8230b234	3694	e39a94	3694	00003694
23185	*	*	*	*	*	*	*	*	8230b235	3695	e39a95	3695	00003695
23186	*	*	*	*	*	*	*	*	8230b236	3696	e39a96	3696	00003696
23187	*	*	*	*	*	*	*	*	8230b237	3697	e39a97	3697	00003697
23188	*	*	*	*	*	*	*	*	8230b238	3698	e39a98	3698	00003698
23189	*	*	*	*	*	*	*	*	8230b239	3699	e39a99	3699	00003699
23190	*	*	*	*	*	*	*	*	8230b330	369a	e39a9a	369a	0000369a
23191	*	*	*	*	*	*	*	*	8230b331	369b	e39a9b	369b	0000369b
23192	*	*	*	*	*	*	*	*	8230b332	369c	e39a9c	369c	0000369c
23193	*	*	*	*	*	*	*	*	8230b333	369d	e39a9d	369d	0000369d
23194	*	*	*	*	*	*	*	*	8230b334	369e	e39a9e	369e	0000369e
23195	*	*	*	*	*	*	*	*	8230b335	369f	e39a9f	369f	0000369f
23196	*	*	*	*	*	*	*	*	8230b336	36a0	e39aa0	36a0	000036a0
23197	*	*	*	*	*	*	*	*	8230b337	36a1	e39aa1	36a1	000036a1
23198	*	*	*	*	*	*	*	*	8230b338	36a2	e39aa2	36a2	000036a2
23199	*	*	*	*	*	*	*	*	8230b339	36a3	e39aa3	36a3	000036a3
23200	*	*	*	*	*	*	*	*	8230b430	36a4	e39aa4	36a4	000036a4
23201	*	*	*	*	*	*	*	*	8230b431	36a5	e39aa5	36a5	000036a5
23202	*	*	*	*	*	*	*	*	8230b432	36a6	e39aa6	36a6	000036a6
23203	*	*	*	*	*	*	*	*	8230b433	36a7	e39aa7	36a7	000036a7
23204	*	*	*	*	*	*	*	*	8230b434	36a8	e39aa8	36a8	000036a8
23205	*	*	*	*	*	*	*	*	8230b435	36a9	e39aa9	36a9	000036a9
23206	*	*	*	*	*	*	*	*	8230b436	36aa	e39aaa	36aa	000036aa
23207	*	*	*	*	*	*	*	*	8230b437	36ab	e39aab	36ab	000036ab
23208	*	*	*	*	*	*	*	*	8230b438	36ac	e39aac	36ac	000036ac
23209	*	*	*	*	*	*	*	*	8230b439	36ad	e39aad	36ad	000036ad
23210	*	*	*	*	*	*	*	*	8230b530	36ae	e39aae	36ae	000036ae
23211	*	*	*	*	*	*	*	*	8230b531	36af	e39aaf	36af	000036af
23212	*	*	*	*	*	*	*	*	8230b532	36b0	e39ab0	36b0	000036b0
23213	*	*	*	*	*	*	*	*	8230b533	36b1	e39ab1	36b1	000036b1
23214	*	*	*	*	*	*	*	*	8230b534	36b2	e39ab2	36b2	000036b2
23215	*	*	*	*	*	*	*	*	8230b535	36b3	e39ab3	36b3	000036b3
23216	*	*	*	*	*	*	*	*	8230b536	36b4	e39ab4	36b4	000036b4
23217	*	*	*	*	*	*	*	*	8230b537	36b5	e39ab5	36b5	000036b5
23218	*	*	*	*	*	*	*	*	8230b538	36b6	e39ab6	36b6	000036b6
23219	*	*	*	*	*	*	*	*	8230b539	36b7	e39ab7	36b7	000036b7
23220	*	*	*	*	*	*	*	*	8230b630	36b8	e39ab8	36b8	000036b8
23221	*	*	*	*	*	*	*	*	8230b631	36b9	e39ab9	36b9	000036b9
23222	*	*	*	*	*	*	*	*	8230b632	36ba	e39aba	36ba	000036ba
23223	*	*	*	*	*	*	*	*	8230b633	36bb	e39abb	36bb	000036bb
23224	*	*	*	*	*	*	*	*	8230b634	36bc	e39abc	36bc	000036bc
23225	*	*	*	*	*	*	*	*	8230b635	36bd	e39abd	36bd	000036bd
23226	*	*	*	*	*	*	*	*	8230b636	36be	e39abe	36be	000036be
23227	*	*	*	*	*	*	*	*	8230b637	36bf	e39abf	36bf	000036bf
23228	*	*	*	*	*	*	*	*	8230b638	36c0	e39b80	36c0	000036c0
23229	*	*	*	*	*	*	*	*	8230b639	36c1	e39b81	36c1	000036c1
23230	*	*	*	*	*	*	*	*	8230b730	36c2	e39b82	36c2	000036c2
23231	*	*	*	*	*	*	*	*	8230b731	36c3	e39b83	36c3	000036c3
23232	*	*	*	*	*	*	*	*	8230b732	36c4	e39b84	36c4	000036c4
23233	*	*	*	*	*	*	*	*	8230b733	36c5	e39b85	36c5	000036c5
23234	*	*	*	*	*	*	*	*	8230b734	36c6	e39b86	36c6	000036c6
23235	*	*	*	*	*	*	*	*	8230b735	36c7	e39b87	36c7	000036c7
23236	*	*	*	*	*	*	*	*	8230b736	36c8	e39b88	36c8	000036c8
23237	*	*	*	*	*	*	*	*	8230b737	36c9	e39b89	36c9	000036c9
23238	*	*	*	*	*	*	*	*	8230b738	36ca	e39b8a	36ca	000036ca
23239	*	*	*	*	*	*	*	*	8230b739	36cb	e39b8b	36cb	000036cb
23240	*	*	*	*	*	*	*	*	8230b830	36cc	e39b8c	36cc	000036cc
23241	*	*	*	*	*	*	*	*	8230b831	36cd	e39b8d	36cd	000036cd
23242	*	*	*	*	*	*	*	*	8230b832	36ce	e39b8e	36ce	000036ce
23243	*	*	*	*	*	*	*	*	8230b833	36cf	e39b8f	36cf	000036cf
23244	*	*	*	*	*	*	*	*	8230b834	36d0	e39b90	36d0	000036d0
23245	*	*	*	*	*	*	*	*	8230b835	36d1	e39b91	36d1	000036d1
23246	*	*	*	*	*	*	*	*	8230b836	36d2	e39b92	36d2	000036d2
23247	*	*	*	*	*	*	*	*	8230b837	36d3	e39b93	36d3	000036d3
23248	*	*	*	*	*	*	*	*	8230b838	36d4	e39b94	36d4	000036d4
23249	*	*	*	*	*	*	*	*	8230b839	36d5	e39b95	36d5	000036d5
23250	*	*	*	*	*	*	*	*	8230b930	36d6	e39b96	36d6	000036d6
23251	*	*	*	*	*	*	*	*	8230b931	36d7	e39b97	36d7	000036d7
23252	*	*	*	*	*	*	*	*	8230b932	36d8	e39b98	36d8	000036d8
23253	*	*	*	*	*	*	*	*	8230b933	36d9	e39b99	36d9	000036d9
23254	*	*	*	*	*	*	*	*	8230b934	36da	e39b9a	36da	000036da
23255	*	*	*	*	*	*	*	*	8230b935	36db	e39b9b	36db	000036db
23256	*	*	*	*	*	*	*	*	8230b936	36dc	e39b9c	36dc	000036dc
23257	*	*	*	*	*	*	*	*	8230b937	36dd	e39b9d	36dd	000036dd
23258	*	*	*	*	*	*	*	*	8230b938	36de	e39b9e	36de	000036de
23259	*	*	*	*	*	*	*	*	8230b939	36df	e39b9f	36df	000036df
23260	*	*	*	*	*	*	*	*	8230ba30	36e0	e39ba0	36e0	000036e0
23261	*	*	*	*	*	*	*	*	8230ba31	36e1	e39ba1	36e1	000036e1
23262	*	*	*	*	*	*	*	*	8230ba32	36e2	e39ba2	36e2	000036e2
23263	*	*	*	*	*	*	*	*	8230ba33	36e3	e39ba3	36e3	000036e3
23264	*	*	*	*	*	*	*	*	8230ba34	36e4	e39ba4	36e4	000036e4
23265	*	*	*	*	*	*	*	*	8230ba35	36e5	e39ba5	36e5	000036e5
23266	*	*	*	*	*	*	*	*	8230ba36	36e6	e39ba6	36e6	000036e6
23267	*	*	*	*	*	*	*	*	8230ba37	36e7	e39ba7	36e7	000036e7
23268	*	*	*	*	*	*	*	*	8230ba38	36e8	e39ba8	36e8	000036e8
23269	*	*	*	*	*	*	*	*	8230ba39	36e9	e39ba9	36e9	000036e9
23270	*	*	*	*	*	*	*	*	8230bb30	36ea	e39baa	36ea	000036ea
23271	*	*	*	*	*	*	*	*	8230bb31	36eb	e39bab	36eb	000036eb
23272	*	*	*	*	*	*	*	*	8230bb32	36ec	e39bac	36ec	000036ec
23273	*	*	*	*	*	*	*	*	8230bb33	36ed	e39bad	36ed	000036ed
23274	*	*	*	*	*	*	*	*	8230bb34	36ee	e39bae	36ee	000036ee
23275	*	*	*	*	*	*	*	*	8230bb35	36ef	e39baf	36ef	000036ef
23276	*	*	*	*	*	*	*	*	8230bb36	36f0	e39bb0	36f0	000036f0
23277	*	*	*	*	*	*	*	*	8230bb37	36f1	e39bb1	36f1	000036f1
23278	*	*	*	*	*	*	*	*	8230bb38	36f2	e39bb2	36f2	000036f2
23279	*	*	*	*	*	*	*	*	8230bb39	36f3	e39bb3	36f3	000036f3
23280	*	*	*	*	*	*	*	*	8230bc30	36f4	e39bb4	36f4	000036f4
23281	*	*	*	*	*	*	*	*	8230bc31	36f5	e39bb5	36f5	000036f5
23282	*	*	*	*	*	*	*	*	8230bc32	36f6	e39bb6	36f6	000036f6
23283	*	*	*	*	*	*	*	*	8230bc33	36f7	e39bb7	36f7	000036f7
23284	*	*	*	*	*	*	*	*	8230bc34	36f8	e39bb8	36f8	000036f8
23285	*	*	*	*	*	*	*	*	8230bc35	36f9	e39bb9	36f9	000036f9
23286	*	*	*	*	*	*	*	*	8230bc36	36fa	e39bba	36fa	000036fa
23287	*	*	*	*	*	*	*	*	8230bc37	36fb	e39bbb	36fb	000036fb
23288	*	*	*	*	*	*	*	*	8230bc38	36fc	e39bbc	36fc	000036fc
23289	*	*	*	*	*	*	*	*	8230bc39	36fd	e39bbd	36fd	000036fd
23290	*	*	*	*	*	*	*	*	8230bd30	36fe	e39bbe	36fe	000036fe
23291	*	*	*	*	*	*	*	*	8230bd31	36ff	e39bbf	36ff	000036ff
23292	*	*	*	*	*	*	*	*	8230bd32	3700	e39c80	3700	00003700
23293	*	*	*	*	*	*	*	*	8230bd33	3701	e39c81	3701	00003701
23294	*	*	*	*	*	*	*	*	8230bd34	3702	e39c82	3702	00003702
23295	*	*	*	*	*	*	*	*	8230bd35	3703	e39c83	3703	00003703
23296	*	*	*	*	*	*	*	*	8230bd36	3704	e39c84	3704	00003704
23297	*	*	*	*	*	*	*	*	8230bd37	3705	e39c85	3705	00003705
23298	*	*	*	*	*	*	*	*	8230bd38	3706	e39c86	3706	00003706
23299	*	*	*	*	*	*	*	*	8230bd39	3707	e39c87	3707	00003707
23300	*	*	*	*	*	*	*	*	8230be30	3708	e39c88	3708	00003708
23301	*	*	*	*	*	*	*	*	8230be31	3709	e39c89	3709	00003709
23302	*	*	*	*	*	*	*	*	8230be32	370a	e39c8a	370a	0000370a
23303	*	*	*	*	*	*	*	*	8230be33	370b	e39c8b	370b	0000370b
23304	*	*	*	*	*	*	*	*	8230be34	370c	e39c8c	370c	0000370c
23305	*	*	*	*	*	*	*	*	8230be35	370d	e39c8d	370d	0000370d
23306	*	*	*	*	*	*	*	*	8230be36	370e	e39c8e	370e	0000370e
23307	*	*	*	*	*	*	*	*	8230be37	370f	e39c8f	370f	0000370f
23308	*	*	*	*	*	*	*	*	8230be38	3710	e39c90	3710	00003710
23309	*	*	*	*	*	*	*	*	8230be39	3711	e39c91	3711	00003711
23310	*	*	*	*	*	*	*	*	8230bf30	3712	e39c92	3712	00003712
23311	*	*	*	*	*	*	*	*	8230bf31	3713	e39c93	3713	00003713
23312	*	*	*	*	*	*	*	*	8230bf32	3714	e39c94	3714	00003714
23313	*	*	*	*	*	*	*	*	8230bf33	3715	e39c95	3715	00003715
23314	*	*	*	*	*	*	*	*	8230bf34	3716	e39c96	3716	00003716
23315	*	*	*	*	*	*	*	*	8230bf35	3717	e39c97	3717	00003717
23316	*	*	*	*	*	*	*	*	8230bf36	3718	e39c98	3718	00003718
23317	*	*	*	*	*	*	*	*	8230bf37	3719	e39c99	3719	00003719
23318	*	*	*	*	*	*	*	*	8230bf38	371a	e39c9a	371a	0000371a
23319	*	*	*	*	*	*	*	*	8230bf39	371b	e39c9b	371b	0000371b
23320	*	*	*	*	*	*	*	*	8230c030	371c	e39c9c	371c	0000371c
23321	*	*	*	*	*	*	*	*	8230c031	371d	e39c9d	371d	0000371d
23322	*	*	*	*	*	*	*	*	8230c032	371e	e39c9e	371e	0000371e
23323	*	*	*	*	*	*	*	*	8230c033	371f	e39c9f	371f	0000371f
23324	*	*	*	*	*	*	*	*	8230c034	3720	e39ca0	3720	00003720
23325	*	*	*	*	*	*	*	*	8230c035	3721	e39ca1	3721	00003721
23326	*	*	*	*	*	*	*	*	8230c036	3722	e39ca2	3722	00003722
23327	*	*	*	*	*	*	*	*	8230c037	3723	e39ca3	3723	00003723
23328	*	*	*	*	*	*	*	*	8230c038	3724	e39ca4	3724	00003724
23329	*	*	*	*	*	*	*	*	8230c039	3725	e39ca5	3725	00003725
23330	*	*	*	*	*	*	*	*	8230c130	3726	e39ca6	3726	00003726
23331	*	*	*	*	*	*	*	*	8230c131	3727	e39ca7	3727	00003727
23332	*	*	*	*	*	*	*	*	8230c132	3728	e39ca8	3728	00003728
23333	*	*	*	*	*	*	*	*	8230c133	3729	e39ca9	3729	00003729
23334	*	*	*	*	*	*	*	*	8230c134	372a	e39caa	372a	0000372a
23335	*	*	*	*	*	*	*	*	8230c135	372b	e39cab	372b	0000372b
23336	*	*	*	*	*	*	*	*	8230c136	372c	e39cac	372c	0000372c
23337	*	*	*	*	*	*	*	*	8230c137	372d	e39cad	372d	0000372d
23338	*	*	*	*	*	*	*	*	8230c138	372e	e39cae	372e	0000372e
23339	*	*	*	*	*	*	*	*	8230c139	372f	e39caf	372f	0000372f
23340	*	*	*	*	*	*	*	*	8230c230	3730	e39cb0	3730	00003730
23341	*	*	*	*	*	*	*	*	8230c231	3731	e39cb1	3731	00003731
23342	*	*	*	*	*	*	*	*	8230c232	3732	e39cb2	3732	00003732
23343	*	*	*	*	*	*	*	*	8230c233	3733	e39cb3	3733	00003733
23344	*	*	*	*	*	*	*	*	8230c234	3734	e39cb4	3734	00003734
23345	*	*	*	*	*	*	*	*	8230c235	3735	e39cb5	3735	00003735
23346	*	*	*	*	*	*	*	*	8230c236	3736	e39cb6	3736	00003736
23347	*	*	*	*	*	*	*	*	8230c237	3737	e39cb7	3737	00003737
23348	*	*	*	*	*	*	*	*	8230c238	3738	e39cb8	3738	00003738
23349	*	*	*	*	*	*	*	*	8230c239	3739	e39cb9	3739	00003739
23350	*	*	*	*	*	*	*	*	8230c330	373a	e39cba	373a	0000373a
23351	*	*	*	*	*	*	*	*	8230c331	373b	e39cbb	373b	0000373b
23352	*	*	*	*	*	*	*	*	8230c332	373c	e39cbc	373c	0000373c
23353	*	*	*	*	*	*	*	*	8230c333	373d	e39cbd	373d	0000373d
23354	*	*	*	*	*	*	*	*	8230c334	373e	e39cbe	373e	0000373e
23355	*	*	*	*	*	*	*	*	8230c335	373f	e39cbf	373f	0000373f
23356	*	*	*	*	*	*	*	*	8230c336	3740	e39d80	3740	00003740
23357	*	*	*	*	*	*	*	*	8230c337	3741	e39d81	3741	00003741
23358	*	*	*	*	*	*	*	*	8230c338	3742	e39d82	3742	00003742
23359	*	*	*	*	*	*	*	*	8230c339	3743	e39d83	3743	00003743
23360	*	*	*	*	*	*	*	*	8230c430	3744	e39d84	3744	00003744
23361	*	*	*	*	*	*	*	*	8230c431	3745	e39d85	3745	00003745
23362	*	*	*	*	*	*	*	*	8230c432	3746	e39d86	3746	00003746
23363	*	*	*	*	*	*	*	*	8230c433	3747	e39d87	3747	00003747
23364	*	*	*	*	*	*	*	*	8230c434	3748	e39d88	3748	00003748
23365	*	*	*	*	*	*	*	*	8230c435	3749	e39d89	3749	00003749
23366	*	*	*	*	*	*	*	*	8230c436	374a	e39d8a	374a	0000374a
23367	*	*	*	*	*	*	*	*	8230c437	374b	e39d8b	374b	0000374b
23368	*	*	*	*	*	*	*	*	8230c438	374c	e39d8c	374c	0000374c
23369	*	*	*	*	*	*	*	*	8230c439	374d	e39d8d	374d	0000374d
23370	*	*	*	*	*	*	*	*	8230c530	374e	e39d8e	374e	0000374e
23371	*	*	*	*	*	*	*	*	8230c531	374f	e39d8f	374f	0000374f
23372	*	*	*	*	*	*	*	*	8230c532	3750	e39d90	3750	00003750
23373	*	*	*	*	*	*	*	*	8230c533	3751	e39d91	3751	00003751
23374	*	*	*	*	*	*	*	*	8230c534	3752	e39d92	3752	00003752
23375	*	*	*	*	*	*	*	*	8230c535	3753	e39d93	3753	00003753
23376	*	*	*	*	*	*	*	*	8230c536	3754	e39d94	3754	00003754
23377	*	*	*	*	*	*	*	*	8230c537	3755	e39d95	3755	00003755
23378	*	*	*	*	*	*	*	*	8230c538	3756	e39d96	3756	00003756
23379	*	*	*	*	*	*	*	*	8230c539	3757	e39d97	3757	00003757
23380	*	*	*	*	*	*	*	*	8230c630	3758	e39d98	3758	00003758
23381	*	*	*	*	*	*	*	*	8230c631	3759	e39d99	3759	00003759
23382	*	*	*	*	*	*	*	*	8230c632	375a	e39d9a	375a	0000375a
23383	*	*	*	*	*	*	*	*	8230c633	375b	e39d9b	375b	0000375b
23384	*	*	*	*	*	*	*	*	8230c634	375c	e39d9c	375c	0000375c
23385	*	*	*	*	*	*	*	*	8230c635	375d	e39d9d	375d	0000375d
23386	*	*	*	*	*	*	*	*	8230c636	375e	e39d9e	375e	0000375e
23387	*	*	*	*	*	*	*	*	8230c637	375f	e39d9f	375f	0000375f
23388	*	*	*	*	*	*	*	*	8230c638	3760	e39da0	3760	00003760
23389	*	*	*	*	*	*	*	*	8230c639	3761	e39da1	3761	00003761
23390	*	*	*	*	*	*	*	*	8230c730	3762	e39da2	3762	00003762
23391	*	*	*	*	*	*	*	*	8230c731	3763	e39da3	3763	00003763
23392	*	*	*	*	*	*	*	*	8230c732	3764	e39da4	3764	00003764
23393	*	*	*	*	*	*	*	*	8230c733	3765	e39da5	3765	00003765
23394	*	*	*	*	*	*	*	*	8230c734	3766	e39da6	3766	00003766
23395	*	*	*	*	*	*	*	*	8230c735	3767	e39da7	3767	00003767
23396	*	*	*	*	*	*	*	*	8230c736	3768	e39da8	3768	00003768
23397	*	*	*	*	*	*	*	*	8230c737	3769	e39da9	3769	00003769
23398	*	*	*	*	*	*	*	*	8230c738	376a	e39daa	376a	0000376a
23399	*	*	*	*	*	*	*	*	8230c739	376b	e39dab	376b	0000376b
23400	*	*	*	*	*	*	*	*	8230c830	376c	e39dac	376c	0000376c
23401	*	*	*	*	*	*	*	*	8230c831	376d	e39dad	376d	0000376d
23402	*	*	*	*	*	*	*	*	8230c832	376e	e39dae	376e	0000376e
23403	*	*	*	*	*	*	*	*	8230c833	376f	e39daf	376f	0000376f
23404	*	*	*	*	*	*	*	*	8230c834	3770	e39db0	3770	00003770
23405	*	*	*	*	*	*	*	*	8230c835	3771	e39db1	3771	00003771
23406	*	*	*	*	*	*	*	*	8230c836	3772	e39db2	3772	00003772
23407	*	*	*	*	*	*	*	*	8230c837	3773	e39db3	3773	00003773
23408	*	*	*	*	*	*	*	*	8230c838	3774	e39db4	3774	00003774
23409	*	*	*	*	*	*	*	*	8230c839	3775	e39db5	3775	00003775
23410	*	*	*	*	*	*	*	*	8230c930	3776	e39db6	3776	00003776
23411	*	*	*	*	*	*	*	*	8230c931	3777	e39db7	3777	00003777
23412	*	*	*	*	*	*	*	*	8230c932	3778	e39db8	3778	00003778
23413	*	*	*	*	*	*	*	*	8230c933	3779	e39db9	3779	00003779
23414	*	*	*	*	*	*	*	*	8230c934	377a	e39dba	377a	0000377a
23415	*	*	*	*	*	*	*	*	8230c935	377b	e39dbb	377b	0000377b
23416	*	*	*	*	*	*	*	*	8230c936	377c	e39dbc	377c	0000377c
23417	*	*	*	*	*	*	*	*	8230c937	377d	e39dbd	377d	0000377d
23418	*	*	*	*	*	*	*	*	8230c938	377e	e39dbe	377e	0000377e
23419	*	*	*	*	*	*	*	*	8230c939	377f	e39dbf	377f	0000377f
23420	*	*	*	*	*	*	*	*	8230ca30	3780	e39e80	3780	00003780
23421	*	*	*	*	*	*	*	*	8230ca31	3781	e39e81	3781	00003781
23422	*	*	*	*	*	*	*	*	8230ca32	3782	e39e82	3782	00003782
23423	*	*	*	*	*	*	*	*	8230ca33	3783	e39e83	3783	00003783
23424	*	*	*	*	*	*	*	*	8230ca34	3784	e39e84	3784	00003784
23425	*	*	*	*	*	*	*	*	8230ca35	3785	e39e85	3785	00003785
23426	*	*	*	*	*	*	*	*	8230ca36	3786	e39e86	3786	00003786
23427	*	*	*	*	*	*	*	*	8230ca37	3787	e39e87	3787	00003787
23428	*	*	*	*	*	*	*	*	8230ca38	3788	e39e88	3788	00003788
23429	*	*	*	*	*	*	*	*	8230ca39	3789	e39e89	3789	00003789
23430	*	*	*	*	*	*	*	*	8230cb30	378a	e39e8a	378a	0000378a
23431	*	*	*	*	*	*	*	*	8230cb31	378b	e39e8b	378b	0000378b
23432	*	*	*	*	*	*	*	*	8230cb32	378c	e39e8c	378c	0000378c
23433	*	*	*	*	*	*	*	*	8230cb33	378d	e39e8d	378d	0000378d
23434	*	*	*	*	*	*	*	*	8230cb34	378e	e39e8e	378e	0000378e
23435	*	*	*	*	*	*	*	*	8230cb35	378f	e39e8f	378f	0000378f
23436	*	*	*	*	*	*	*	*	8230cb36	3790	e39e90	3790	00003790
23437	*	*	*	*	*	*	*	*	8230cb37	3791	e39e91	3791	00003791
23438	*	*	*	*	*	*	*	*	8230cb38	3792	e39e92	3792	00003792
23439	*	*	*	*	*	*	*	*	8230cb39	3793	e39e93	3793	00003793
23440	*	*	*	*	*	*	*	*	8230cc30	3794	e39e94	3794	00003794
23441	*	*	*	*	*	*	*	*	8230cc31	3795	e39e95	3795	00003795
23442	*	*	*	*	*	*	*	*	8230cc32	3796	e39e96	3796	00003796
23443	*	*	*	*	*	*	*	*	8230cc33	3797	e39e97	3797	00003797
23444	*	*	*	*	*	*	*	*	8230cc34	3798	e39e98	3798	00003798
23445	*	*	*	*	*	*	*	*	8230cc35	3799	e39e99	3799	00003799
23446	*	*	*	*	*	*	*	*	8230cc36	379a	e39e9a	379a	0000379a
23447	*	*	*	*	*	*	*	*	8230cc37	379b	e39e9b	379b	0000379b
23448	*	*	*	*	*	*	*	*	8230cc38	379c	e39e9c	379c	0000379c
23449	*	*	*	*	*	*	*	*	8230cc39	379d	e39e9d	379d	0000379d
23450	*	*	*	*	*	*	*	*	8230cd30	379e	e39e9e	379e	0000379e
23451	*	*	*	*	*	*	*	*	8230cd31	379f	e39e9f	379f	0000379f
